fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,target
11.651719234449066,0.6196881677828832,0.5184135642742898,3.1351671834123365,0.11922741295053364,6.83447948963271,21.0,0.9989351671834124,3.183241640829383,0.8697936918661121,11.968271285485795,1
9.557076045672954,0.3876414944607055,0.47334909902800104,5.56650900971999,0.07911792527696472,24.62735824101176,42.18632087949412,0.9959148589023306,3.202735824101176,0.7532311208455291,12.376414944607054,1
9.891232499104735,0.42212398679027413,0.42,2.048752763299252,0.07083749078900249,7.325018421995016,20.0,0.9954324871046035,3.179002210639402,0.7867498157800499,11.360014737596012,1
9.198931771389445,0.4332146412654939,0.3266429282530988,4.503916838238701,0.08932502488858457,10.0,46.33570717469012,0.9989472126501787,3.3334995022283085,0.7135351098486604,10.234282869876049,1
9.03771114719087,0.31557221320228207,0.40688555735954357,2.4983108224730257,0.08108065908991693,10.622888528091282,24.0,0.9953109755086518,3.257542229438174,0.8032833603931538,11.793433279213692,1
11.558906568684332,0.5915349925009137,0.5140823065386021,3.03616700659662,0.11594803209351304,6.772604379122887,21.0,0.9988361670065966,3.188191649670169,0.8809312117578803,11.881646130772042,1
6.631316166826315,0.4919474576134928,0.26139458933153126,1.686315515035407,0.06864736636276556,14.39210560620574,22.823683181382776,0.9944054737939853,3.4264736636276556,0.7131577575177035,10.72947327255311,1
7.472403106286762,0.4744833161937342,0.243101450305786,2.47586113967711,0.06317249742906013,13.0,26.379305698385547,0.9941186140917069,3.369655544129156,0.7882750257093988,12.841375128546995,1
10.258050487419396,0.3595126218548489,0.536035062668208,5.051150069631342,0.08302300139262678,8.232748955529868,17.511500696313423,0.9958527713787005,3.1976725104447015,0.5634775591866409,12.73017531334104,1
9.202789904187819,0.3061673942512691,0.3770043655076148,2.0411159616751275,0.06605579808375638,12.205579808375637,25.0,0.9951456094134136,3.2805579808375636,0.823553615329949,11.843905865862945,1
7.909010899843043,0.38,0.2863663033385653,2.0787789888714494,0.0638778988871449,13.424420222571015,29.787789888714492,0.9963586029685262,3.23,0.7363663033385652,10.039536178056812,1
8.2,0.29981392341349306,0.36829772253841114,2.558511387307944,0.057944177024047916,4.0,10.792556936539722,0.9940236458078754,3.318111645951904,0.7237767080961917,12.8,1
9.548547490072394,0.3057133650027844,0.5565719809983294,2.777146539988862,0.07885732699944313,5.885732699944312,16.885732699944313,0.9964914138400445,3.15,0.8891478289849644,11.620012889961018,1
11.84610825156653,0.390984679105746,0.47829009168407255,3.955689440241427,0.07712441290013108,7.341981663185489,34.41450458420363,0.9990345985201827,3.2234198166318553,0.724404495737601,12.058549541579637,1
10.222573582796844,0.35679808390420265,0.44771663265516615,2.0317590703064785,0.0989501712026794,6.0,10.0,0.9964871403174865,3.135013004532575,0.640446269842907,11.70446269842907,1
8.54622386092091,0.2892447721841819,0.36155596523022726,1.7077039768201514,0.06177039768201515,6.077039768201515,15.077039768201516,0.995192235343715,3.2930664208618636,0.7361480115899243,11.853927837741061,1
11.431400244637626,0.35480198287536613,0.6041159853217425,2.6472949204927714,0.10016619584115978,12.0,29.0,0.9982573903302608,3.1794589840985545,1.034077074614476,10.815169767594256,1
6.786762027693943,0.3838326043821853,0.29003522860631825,1.6961673956178147,0.0722718051673848,26.693391649425177,104.55748906573278,0.9947195153079741,3.4245991252586223,0.6825088071515796,11.382577137248575,1
11.46952755990288,0.3151072834963581,0.549184547249393,2.726609252445371,0.0811630905501214,35.57081692542489,67.5708169254249,0.9997360073849046,3.292274606479362,0.8963518702323974,10.881545275060699,1
9.674136448273135,0.41502569155141045,0.5202497849996045,2.110947756895597,0.08800513831028209,6.0,15.0,0.9964493605417213,3.1767156729313206,0.6930345420690747,11.8,1
8.529562003219095,0.3418065668633891,0.40197080021460635,4.696715332975656,0.0562810201394941,3.0,9.032846670243439,0.997347481796458,3.3763868662732217,0.6593430665951313,11.619708002146062,1
9.269124194318694,0.3209401289090091,0.5408048818334084,2.7738248388637383,0.07965099785151651,6.174501074241743,17.0,0.9960466353246604,3.1543625268560436,0.9025498925758257,11.822150751969218,1
10.501418845794278,0.5224822644275715,0.42716302412385887,2.55035471144857,0.0727021139544431,29.24822644275715,55.00709422897139,0.996100141168867,3.159929057710286,0.7825532067172855,11.975886778621424,1
11.093158344909856,0.37068416550901434,0.6260262482635215,4.383880172156697,0.07804342367864082,36.26710413772536,70.80131241317608,0.9996931583449098,3.256644793113732,0.8904342367864083,11.306841655090144,1
7.631026634855948,0.3383448668257203,0.34986159809135686,2.334486682572026,0.06284140677800419,20.66897336514405,37.0,0.9951635870701658,3.3218627360372444,0.7898615980913569,11.934486682572025,1
9.366120839753405,0.39008752176424377,0.4576284587827384,4.5119141833588525,0.09220440450693046,3.033879160246595,10.0,0.9963042857245761,3.27,0.6423715412172617,12.210163748073978,1
9.501642926187587,0.418196878020707,0.47131160973203456,2.575410731546897,0.0726393756041414,11.311473171132757,19.0,0.9960508214630938,3.2113116097320344,0.6860651708038964,11.475410731546896,1
9.175635834902089,0.5980463306607129,0.4514676820748873,2.3780495707546088,0.08553685405656698,30.439008584907825,51.12198283018435,0.9966829418443376,3.262436416509791,0.7160991415092175,11.753653004717739,1
6.960863324418243,0.6859219647273205,0.14213835595694396,2.9498284553664766,0.0736655230357765,16.444825654741162,34.83276151788825,0.995999656910733,3.516154950295234,0.8816723848211174,12.43879358631471,1
8.901912507327012,0.23200972140810971,0.37660291642243293,1.7320583284486584,0.06501912507327011,6.0,10.0,0.995484784445747,3.247607777126488,0.6020097214081097,11.122009721408109,1
7.355216941209472,0.579181301950334,0.10208677648378861,2.336195764697632,0.060719912157990275,6.0,11.212680784341226,0.993371412705907,3.3308587294092895,0.651492768626351,12.636195764697632,1
10.409031057501606,0.288786105407455,0.41272394763897813,2.6787568446304624,0.08166617898705011,49.36343685833869,73.30274212871143,0.9989069140571589,3.372124315536954,0.8115173682406812,10.442413158796594,1
9.134242158044142,0.40269045527489683,0.5034242158044141,1.8146752105903463,0.07188051263542077,6.975541315682756,15.975541315682756,0.9946855492739701,3.2070649578819306,0.6892662394704826,12.48287892097793,1
7.3458988988017015,0.34917977976034026,0.33458988988017013,2.178707708388091,0.06904887886818714,19.62303303594896,37.45898898801701,0.9943279209227677,3.3637696696405106,0.8204887886818715,12.78848348202552,1
5.467191610667014,0.6817760401782181,0.07656167786659712,1.7541557048879617,0.046328083893329854,13.770778524439809,88.44269463110996,0.9921432371139562,3.551146107377801,0.8465616778665971,13.209886241776967,1
9.063074430414249,0.3272126403578147,0.43466952196798075,1.639367982109266,0.06048419955273164,19.975575874764864,36.721264035781466,0.9947820974654048,3.1855747192843706,0.8481896053672202,11.295115174952972,1
12.49659563018478,0.5860121019972732,0.5352707180478634,2.950902393492878,0.09678958168639805,8.140278875734634,44.07013943786732,1.0007600820816624,3.1051702184907612,0.6371944224853073,10.397395421599512,1
7.178644554297373,0.36553388614256566,0.3239801732844513,1.8368925742837712,0.07344661138574343,16.44661138574343,24.0,0.9942066016584276,3.27873720299796,0.7313586881412055,11.36310742571623,1
6.759515094119773,0.49210506294071593,0.18591110058862495,2.3599191823532952,0.10861535535287384,25.299595911766477,35.700404088233526,0.9947016586638207,3.395101022058381,0.6740484905880227,11.659515094119772,1
10.538012614746277,0.3228075688477667,0.5359069381104528,2.1450315368656945,0.08328075688477667,6.0,20.309936926268612,0.9970203470180656,3.1740930618895473,0.8129810778805833,11.007018922119416,1
9.28080456536272,0.3216513550094877,0.5180804565362721,2.1616091307254415,0.0728080456536272,6.3973181154575975,17.205363769084805,0.9955722373775769,3.203973181154576,0.9551800291986569,12.198659057728799,1
7.4292844378653005,0.33987522337357245,0.35707155621347,2.628036671601025,0.07602495532528546,24.71963328398975,37.98752233735725,0.99356,3.2712146686404098,0.6454825576937774,12.6707155621347,1
8.960283371303449,0.35202397757183035,0.4020239775718304,3.1798692132445616,0.06580305169096023,10.20021797792573,19.0,0.9950043531242388,3.2859847415451986,0.7099782022074269,11.919912808829707,1
7.054203098764133,0.75735114515686,0.01650613000950667,2.6301226001901337,0.074096321994296,17.0,35.39754799619733,0.9957795095992394,3.49614712022816,0.8375919501426,12.0903678005704,1
10.5,0.24,0.44658840857793103,1.9595304514675862,0.07115055011285518,6.0,23.063536343117242,0.9977063536343117,3.1780939097064826,0.970234774266207,10.906353634311724,1
9.574966381871473,0.3737540822013211,0.3312487993525526,2.050028815538737,0.07162478388345947,9.375024012948948,28.0,0.9965999923158564,3.2737521611654055,0.7699961579281683,11.2,1
9.484501457815814,0.2851090378976068,0.45600466473038476,4.169002915631627,0.09219860058088451,8.244548105119662,16.62227405255983,0.9953310437316718,3.2353271136928203,0.6219860058088458,12.235591836791881,1
8.785595369304634,0.44731296265846654,0.5087534257280033,3.7385037012677325,0.09299167585132348,3.163435186707667,10.0,0.9954840990705723,3.22961222240492,0.6079778705378434,12.214404630695366,1
8.727379371008594,0.3968634010585186,0.35237639187297776,2.3825092791531852,0.0812110617312563,10.412546395765926,43.3498144169363,0.9968866778179948,3.3555129908144594,0.6825092791531852,10.813875268568,1
8.952977660389514,0.24117865962337084,0.3458808935844194,1.9705955320779027,0.0689416872454532,47.35235743376777,69.94044679220971,0.9972048262792851,3.4488213403766292,0.8629404467922097,10.435235743376778,1
7.914376320084068,0.5013742079495588,0.17578224006305151,2.357188160042034,0.06757346720189154,32.57029599894914,45.85782240063052,0.9944873942882331,3.4199682879705757,0.780031712029424,12.614217759936949,1
9.785942049188222,0.2997001141246136,0.41748829571303075,1.863823865072393,0.08652296601535708,6.0,10.0,0.9961109654577621,3.1719587496840735,0.616935341110135,11.46935341110135,1
8.30689117825145,0.2639663232622826,0.39465544108742756,2.186217643497101,0.04612098519617023,4.0,10.0,0.9937203367673771,3.2979326465245653,0.7053445589125724,12.639663232622826,1
6.977305538065103,0.4449171334192276,0.22583934864526892,2.396217589677517,0.10171865796127169,25.481087948387586,35.51891205161241,0.9944058266441282,3.3497280129031037,0.6522694461934897,11.877305538065103,1
11.00298805117875,0.5250896415353625,0.6752091635825126,3.405976102357502,0.11555079687003876,6.0,15.0,0.9978532868562966,3.0497609559057,0.7455079687003877,11.8,1
10.887714975147007,0.3945823065974143,0.5722358694080767,3.0223586940807667,0.082670760822423,5.234643718933759,15.765356281066241,0.9974815724627205,3.117149879349274,0.6922358694080767,11.187714975147008,1
6.9398388817933405,0.5748509260334342,0.07663981363222352,2.041192591732526,0.06519242585927078,36.27912964468079,52.89701852066869,0.9940860177705532,3.3335229633069896,0.76,11.6,1
8.900308843393145,0.2567181405655241,0.34331274377379034,1.8170269839586686,0.057674902490483855,13.0,27.0,0.9943479226297982,3.180123537357258,0.6735907028276205,11.433745124524194,1
7.135906054847001,0.5728187890305999,0.13736577367489453,2.1622483180980554,0.0808859058134911,13.0,27.92449663619611,0.9963991610522817,3.491308721754522,0.6177348990858833,10.283053700184277,1
9.371429157177804,0.33454552909535684,0.45194814247293336,2.518182936430353,0.07392209070206118,10.246753779252549,24.0,0.9957777933899407,3.274935075585051,0.8845455290953569,11.774026133775765,1
8.773237774335641,0.43812225966084195,0.4564317032447521,1.9906112983042097,0.0723615092736015,7.2723018547202996,16.2723018547203,0.9940018747897849,3.207276981452797,0.6981690556416089,12.66338111283218,1
8.374368303307897,0.3320513918036223,0.38897430409818884,2.397430409818884,0.07235888655710214,29.20513918036223,47.89743040981888,0.9954318029934672,3.3138458245891327,0.8738458245891331,12.215374737673992,1
8.194185220015484,0.37526578466659294,0.4084052920004424,2.2318941599911524,0.053797353999778814,22.053156933318586,42.0,0.9943648166066792,3.2926578466659295,0.7626079380006636,11.905814779984517,1
7.940599817188897,0.32785754341763695,0.3520299908594448,2.180074977148612,0.05078950319919431,34.202999085944484,53.199250228513876,0.9954542905210114,3.2759775068554164,0.9382699177350036,11.921799451566692,1
6.208427425753616,0.39273891336992506,0.4226260024655864,2.0084274257536157,0.07097893143561596,13.97893143561596,24.04213712876808,0.9942652520049302,3.448946571780798,0.8668397153423941,11.22738913369925,1
8.319894429728286,0.26441900264890866,0.3851936657836971,1.983978885945657,0.044845067373042224,4.16021114054343,10.0,0.9939128696763793,3.27,0.682764106107617,12.291725517293541,1
12.400981280034571,0.5997042824013252,0.6174380032036876,5.334478160040332,0.08446306863987324,7.399018719965429,42.399018719965426,1.001726497785641,3.092611060798041,0.712709188801498,9.960098128003457,1
10.211976743047266,0.3514410853244609,0.38343720916567203,2.581596899072969,0.09518403100927031,16.0,48.18403100927031,0.998363193798146,3.1614410853244608,0.8305550385167503,10.244790697218907,1
8.24827740474066,0.3155172259525934,0.4220689038103736,2.744827740474066,0.1062413870237033,7.551722595259339,16.55172259525934,0.9967910326624055,3.3210344519051866,0.7844827740474066,11.358621923792528,1
10.490667446296069,0.3633165984490939,0.38844457438267826,2.649222287191339,0.09323833430787008,17.015554256173218,47.50777712808661,0.9983461114359568,3.175855484089527,0.9793778297530713,10.6,1
8.405830350459821,0.4041166070091964,0.4041166070091964,5.533215461042261,0.07603886900306547,24.607773800613096,42.0,0.9949587632065333,3.2596113099693453,0.7601943450153273,12.658833929908036,1
9.694492120893965,0.4495593696715173,0.5642839757162156,2.6977968483575863,0.06340636605519742,11.011015758212068,25.494492120893966,0.9959911873934303,3.250991418239086,0.7850550787910604,12.904406303284828,1
7.961980408119832,0.4728117551281009,0.21148530608987381,2.380990204059916,0.06864455918269621,31.975244898502105,46.21485306089874,0.9946194956325322,3.403306857158059,0.7966931428419411,12.578514693910126,1
9.298218626231144,0.31410526196650485,0.5198218626231143,2.1964372524622853,0.07298218626231143,6.339271245896191,17.32145750820762,0.995663951431484,3.203392712458962,0.9807206518056759,12.169635622948096,1
8.3138887035527,0.262916694467095,0.394305564822365,2.1722225928945997,0.04573612130460144,4.0,10.0,0.993730833055329,3.29583338893419,0.705694435177635,12.629166944670951,1
9.808682820272955,0.42762065307648534,0.4821222337759452,2.6549841930054012,0.07621222337759452,10.774920965027006,19.112539517486496,0.9960704193843275,3.2468809276229744,0.6457555324481096,11.723793469235146,1
9.623738060218376,0.40010494263050295,0.5002098852610058,3.8783607923916827,0.09997901147389941,11.443278415216634,24.0,0.9965811743061753,3.2634032950870018,0.8614492595871761,12.0,1
5.3,0.47,0.11,2.2,0.048,16.0,89.0,0.99182,3.54,0.88,13.575972896789603,1
6.414153535906305,0.4406181084869447,0.34628543596389916,1.8442519738863241,0.06983188980414742,14.194685032642095,23.415944902073715,0.9943422992104447,3.4383188980414743,0.792125986943162,10.966377960829485,1
8.190983025564353,0.25988728781955445,0.33943643909777216,2.496618634586633,0.0727858468571534,16.03381365413367,47.02254243608911,0.9959481152769911,3.4,0.7797745756391089,11.295491512782178,1
5.241278960870792,0.42,0.2580959220653094,2.0,0.07930231686966335,21.412789608707918,53.0159870108849,0.9935156241805527,3.7561918441306186,0.6796802597823021,12.974564416299135,1
10.419314985103743,0.24386299702074826,0.46193149851037413,1.8193149851037413,0.07557944955311224,6.0,21.57944955311224,0.9976,3.236479510427381,1.0238629970207482,10.819314985103743,1
7.37470136289025,0.3396264931855488,0.33448208177341504,2.462649318554875,0.06373854522988412,20.925298637109748,37.0,0.995191782850082,3.3436503841543286,0.774482081773415,12.062649318554874,1
8.616614588365909,0.40833229176731817,0.40833229176731817,6.01099306696273,0.07744409725577274,24.888819451154546,42.0,0.9952032729225044,3.245559027442273,0.7672204862788636,12.616677082326818,1
9.331944487322344,0.4039437000227396,0.42062135292780023,1.5128654790221707,0.068274120843661,8.717836302444573,23.858918151222287,0.9968724049831722,3.238340640341103,0.7960160857077887,10.285891815122229,1
5.396803845863238,0.6752513074423855,0.0296803845863239,1.5625569233094088,0.044593607691726475,14.438353849641132,88.0,0.992062694384133,3.6087670769928226,0.783424692255383,13.184474615791466,1
7.6380049694466,0.570280298166796,0.016760099388932005,1.9352019877786402,0.07947980122213599,9.0,17.028029816679602,0.9962621764985624,3.356760099388932,0.573239900611068,9.985985091660199,1
9.173922495514894,0.40478449910297903,0.4913074985049651,2.595617516445384,0.059780875822269215,12.0,24.91307498504965,0.9952252082543356,3.3304382483554615,0.7821767486544686,13.186997480564546,1
9.103435147597944,0.5713462915124655,0.20002776752671184,2.756731457562328,0.08806592619928769,20.36675922508904,52.667592250890394,0.9980767869926158,3.3510027767526713,0.8049861162366441,10.930083302580135,1
10.056675997154803,0.38982187650724043,0.6270027991464409,5.348365990041811,0.073207713839588,39.84866770762798,73.62314151876402,0.9986540350432868,3.241305754437079,0.85264095386804,11.524628303752804,1
6.660748761813246,0.5660748761813247,0.13696256190933767,2.3696256190933767,0.06688556618612922,13.0,28.848128095466883,0.9943694231089221,3.435187190453312,0.62,11.472192143200324,1
5.938439826246084,0.5294836264113062,0.0664773692448459,1.7491107558650834,0.0554733226759525,5.122776889662709,26.631669331011874,0.9939402183145158,3.5184337063416624,0.8473666133797625,12.315834665505937,1
11.98764440758753,0.29853338861870593,0.5110045071012,2.0482671089496476,0.07832445734436472,10.0,21.24711184824941,0.9978965342178994,3.0010045071012,0.6834756255836942,9.961777962062353,1
8.328489323662897,0.29358032326985295,0.36357074436385745,1.792877669084276,0.0657141488727715,5.357074436385747,10.0,0.9946649090003931,3.25571702254457,0.5542829774554299,11.164292556361424,1
8.614475410806087,0.2955264637833789,0.3311183840541553,2.5,0.07980923889181428,16.0,47.59210772972298,0.9966090817345863,3.337828688379087,0.7563156908110807,10.915129975680063,1
5.29106240035403,0.4708937599645969,0.10374368024782127,2.1463744021241826,0.04853625597875818,16.26812798937909,90.51939193981484,0.9918986508768846,3.54,0.856762240920479,13.444519471505021,1
10.375811678452946,0.28624761271043253,0.40880013308091734,2.143809682239187,0.0701295358501782,12.624761271043251,27.750477457913497,0.9968635838294637,3.2037141906564877,1.0351241390575094,10.987046414982178,1
8.399240242855049,0.3198480485710099,0.4,3.9275085285553795,0.053992402428550496,3.335865857149835,9.335865857149836,0.996096992425687,3.363206707142508,0.6734346342859934,12.003039028579803,1
8.845279061698916,0.3282510733142266,0.4482510733142266,1.6574034017196062,0.057699570674309364,19.8744633428867,36.47532199426798,0.9949555150263991,3.1992381935435077,0.8742596598280394,11.18744633428867,1
8.645858551463437,0.4073881575609819,0.4828023024146383,3.4191052604878553,0.08321009860243993,3.3630592121950906,10.0,0.9950249638119513,3.2535671054634108,0.62993651334146,12.354141448536563,1
7.727382488656423,0.5711006911866624,0.024033525436416937,1.8171140554102645,0.08755503455933311,12.0,18.03422811082053,0.9956341343314995,3.3138389400523045,0.5651342166230794,10.544496544066687,1
9.878243562473974,0.4213719957221775,0.42,2.050803648030425,0.07083065450656524,7.3386909868695005,20.0,0.9954229163091913,3.1806429184243403,0.786613090131305,11.3709527894956,1
10.147692568189958,0.4647692568189959,0.38345192144881274,2.3238462840949796,0.06392884713071234,26.238462840949794,55.654807855118726,0.9954869424411974,3.160355764346438,0.8003557643464383,11.720288640630596,1
8.222616547679866,0.271308273839933,0.351308273839933,2.477383452320134,0.07413082738399329,16.22616547679866,46.09533809280536,0.9956007517848012,3.3796451070881206,0.7777383452320135,11.571398572158392,1
11.092138947467676,0.4429381052801731,0.5983311579067893,3.2691042106007573,0.09850901053071137,5.637242105334055,13.637242105334055,0.9977274484210669,3.05,0.74,11.137242105334055,1
6.511145584020223,0.3197252386017695,0.12056503560556125,1.483359188015167,0.06461068019974721,15.0,28.13893198002528,0.9946080611574033,3.3936029237951972,0.7083359188015167,10.180611574032863,1
10.478048947491905,0.2556097894983808,0.4678048947491904,1.878048947491904,0.07734146842475713,6.0,23.341468424757124,0.9976,3.1953657367556674,1.035609789498381,10.878048947491905,1
10.040724375681808,0.2615271640880678,0.5402545273480114,1.9229074613210169,0.08294909453039774,41.82183085639209,73.82183085639208,0.9946548260610184,2.988653929832384,0.6373812930923277,11.774547265198871,1
10.574410082860346,0.49616151242905215,0.44422653477331664,2.308337715296757,0.08355374983708225,7.0,20.220241225211968,0.9964396539372503,3.1466072367563593,0.8010120612605984,11.342265347733166,1
9.994371733343286,0.3297185866671643,0.46971858666716426,2.0885762074079604,0.05074338281487562,4.8857620740796035,9.114237925920397,0.9944977486933364,3.207996654814428,0.6922847585184079,12.145695170368159,1
11.497329859899683,0.5650643112961544,0.5210485183892994,4.2802181698829616,0.08777645718036783,8.302670140100318,43.30267014010032,1.000654164767081,3.143817974605685,0.6735509605956529,9.869732985989968,1
8.71609595653409,0.5220485762861572,0.09438980632747956,2.510242881430786,0.09088293849793387,20.014632687758265,49.14632687758265,0.9976190224940857,3.3404389806327477,0.8578050968362602,10.613169418982439,1
8.563656004073609,0.3187614911498041,0.3005786909461237,2.358680364191856,0.0762152509868598,17.413196358081443,49.0,0.9974745592028516,3.288923745065701,0.7282639271616288,10.423958907424433,1
6.8731607082323745,0.5271889297417408,0.0819164271993383,2.0364214277643167,0.05945050005649784,36.635785722356836,53.0,0.9939694549949152,3.3354314288942732,0.8055267847053958,11.745685711057266,1
6.806088653139861,0.5406088653139862,0.12636994695646886,2.039344857005242,0.06742389183575173,14.030443265699308,24.969556734300692,0.9943837457472445,3.420608865313986,0.6993911346860139,11.495317815943176,1
8.066194952646498,0.3883635670881188,0.18750846882361566,2.3537372967645767,0.07296093326763109,19.51245765588192,49.0,0.997141710196529,3.369252540647085,0.8112457655881922,10.746262703235423,1
5.151662611154267,0.5552939985862965,0.028414436134846788,1.8291565278856672,0.04503325222308534,14.516626111542669,86.774939167314,0.9924281832942675,3.5548337388845734,0.9245012166537199,13.07220870384754,1
7.832423708362101,0.37698845853160906,0.3980692488103457,2.4386150237930853,0.05896537559482713,22.397691706321808,42.0,0.9940719620496264,3.3098845853160905,0.7471038732155186,12.2675762916379,1
8.383060052316377,0.48364299389642273,0.40440800697551693,2.218214969482114,0.0739872497820151,7.597449956403019,16.59744995640302,0.9932637885989651,3.2040255004359697,0.7079234986920906,12.858469973841812,1
7.418023107494086,0.33,0.32781976892505915,1.939825418243495,0.06230813864496452,3.2180231074940866,12.781976892505913,0.9957231106534823,3.245261617524586,1.0258721434520106,10.610464700983442,1
12.516043334215464,0.5280382711034857,0.6954945832230671,5.232086668430927,0.07696592085207861,7.0,40.58021667107732,1.0015610975019849,3.1232418748346005,0.6838570418100128,11.06483749669201,1
7.062636852357374,0.5518752902217432,0.20505474094294984,2.1795335410979537,0.07373488819634015,17.578296065446718,36.31318426178687,0.9942277486560173,3.464340786910656,0.8842170393455329,13.051784885080734,1
10.052910484450132,0.2838097180025595,0.5651324801138128,2.515084381732786,0.08180951409987203,41.47089515549868,74.26455242225066,0.9951039201879527,3.005132480113813,0.6591007664475727,11.826455242225066,1
12.810515071112748,0.3519885539752723,0.5168454786661758,5.640915681978217,0.066,5.198855397527229,35.298283096290845,1.0013005723012365,3.2019885539752724,0.6540343380741832,12.099427698763614,1
8.969122185760966,0.34912218576096543,0.42235112569561384,2.183855300326758,0.09188398687394755,6.308778142390346,10.617556284780692,0.9952680546440235,3.1670533770868414,0.5707366557282896,12.023511256956139,1
5.226726457421807,0.4421771300488163,0.009504484306635558,1.8,0.044,21.168161435545187,87.68318385644548,0.991326051569463,3.6229730941601868,0.7585134529199067,13.726726457421806,1
8.409664496353304,0.28,0.3301607410950154,1.9467751627735022,0.06058067100729339,17.822583875911675,33.64516775182335,0.9954945107659866,3.2569359038685173,0.8591942914596851,11.175808713138172,1
11.08262784652059,0.5205932335731016,0.6505932335731016,3.062077098318851,0.11441526350117114,6.0,14.470338321344919,0.9975648308393276,3.0688135328537967,0.7023729342924065,11.641101496403476,1
6.673978228639017,0.5673978228639017,0.13630108856804915,2.3630108856804912,0.06751396586035331,13.0,28.81505442840246,0.9944564068533016,3.4384945571597543,0.62,11.422581642603685,1
6.550572773946699,0.44452268837775144,0.28061095887647813,2.3501909246488992,0.09038735445714934,24.498090753511004,34.99618150702201,0.9950143317637289,3.379656335631981,0.7551718321840095,11.450572773946698,1
8.226870159966284,0.3173892939907281,0.39932824600084293,2.1731298400337162,0.05867175399915701,6.0,10.13435079983142,0.9953465649200168,3.3126870159966284,0.6806717539991571,11.233587699957855,1
7.926822514435996,0.359416983767476,0.20895038239446223,2.321574426408307,0.06899417925702449,19.40524808802769,49.0,0.997040933202746,3.3756851147183387,0.8005248088027689,10.778425573591694,1
9.642648192541682,0.28487324469899455,0.4146197340969836,2.599492978795978,0.0834467627735777,16.0,47.0,0.9972632566179861,3.2607098296856307,0.8993915745551737,10.951774574214078,1
14.132628003060116,0.27155543204089494,0.5015554320408949,2.451817676530934,0.08451311222450195,10.0,23.720202581632297,1.0000360101290817,3.0923837934694163,0.842797974183677,9.535756902041244,1
12.18434295249817,0.32811838412187466,0.6752369333459567,2.2639472380772045,0.07136052761922795,6.426314920514697,28.893421269871325,0.9984548689207041,2.9279604285579035,0.8040131904806989,9.949210222180145,1
8.973983315205595,0.2240018538660449,0.37420055615981346,1.6840111231962696,0.06573983315205595,6.0,10.0,0.9954975970338144,3.2412014830928357,0.5940018538660449,11.114001853866045,1
8.78357943683846,0.43691573236884634,0.4578105915784614,1.9845786618442316,0.07231841901317308,7.263683802634617,16.263683802634617,0.9940214377680193,3.207363161973654,0.6979105140790385,12.65821028158077,1
5.373350160662912,0.737728086419628,0.08799495180112647,1.4664983933708822,0.04653299678674176,13.799495180112647,91.93400642651648,0.9922454309318448,3.5620050481988734,0.8579949518011265,13.15989903602253,1
8.833907710770468,0.4344713783380406,0.3160689252924562,2.639310747075437,0.06948160048003219,10.267815421540938,28.803446264622814,0.9963330461446147,3.33,0.7208849300927782,11.41425233723275,1
9.424488537606882,0.3475511462393119,0.5174926933943841,2.3002922642246393,0.06848392546764484,13.0,25.501461321123195,0.9950674342405488,3.349970773577536,0.7951022924786237,12.650730660561598,1
5.1733803873285105,0.5428062772861064,0.04035921303068077,1.8834509683212763,0.04546760774657021,14.733803873285105,87.10070580992766,0.9923391404119531,3.552661961267149,0.9179858838014469,13.156831355649787,1
8.765460604626668,0.3410307069751112,0.34562987648479016,2.4022904599446915,0.07321759369474569,15.965643100829627,50.51717844958519,0.9975096199317677,3.308969293024889,0.6993128620165926,10.444846465124444,1
5.782728994912959,0.4118577069812622,0.22267056218205994,2.22801168654618,0.02919883134538202,24.534112436411988,100.5732943781794,0.9916489981055957,3.37465887563588,0.6651813015261123,12.387953253815281,1
7.416189303682171,0.616382300765504,0.10971358220930226,2.319053481589148,0.08080946518410852,15.352427852713184,33.32378607364341,0.9972693398993798,3.547621392635659,0.6786674874224806,10.589539052131785,1
5.1,0.4736056648605878,0.10721132972117563,1.9786855495352929,0.04280876300309805,16.808763003098047,95.74304047986269,0.9920643633537143,3.5489639303407854,0.8133865897831366,13.183067051084317,1
5.741448144220042,0.4618913891834968,0.2945443114678648,3.520349462201523,0.04383270898348584,20.925405393118183,144.06866111191715,0.9925741073534311,3.3569101196789215,0.7875280957431374,12.762546826238562,1
10.57068293696658,0.36642396655057563,0.5501868513146306,2.1174613012361685,0.07836791115618637,9.422036059550688,23.57796394044931,0.9982372099816296,3.190457475831452,0.8326610817865205,10.342203605955069,1
11.281515761094875,0.3907742753122499,0.4898418659845876,2.72922572468775,0.07569192935158126,32.876771740632506,63.10741485782626,0.9986323498018337,3.2598418659845874,0.8739967210470376,11.260032789529625,1
9.704842507820409,0.29875881531939663,0.38793135886566105,1.7248236936120676,0.06150352612775865,3.0413728226867796,8.95862717731322,0.994812411846806,3.150756933898563,0.5728960975880745,11.479313588656611,1
7.094993473086341,0.33971919872531403,0.33290596444752746,1.8368741841357927,0.06220635606234694,4.0,8.368741841357927,0.9929954331759198,3.343406617138893,0.5794993473086342,12.744688723796312,1
9.29159564730687,0.3846112495335751,0.4545797823653435,4.401258686729262,0.09020584765574047,3.090336960577608,10.0,0.9961343464015654,3.2754202176346565,0.6454202176346565,12.254202176346563,1
